0.3141592654	0.6283185307	-0.6346317957
0.3141592654	1.2566370614	-4.8583466725
0.3141592654	1.8849555922	0.2364775150
0.3141592654	2.5132741229	-3.8775721263
0.3141592654	3.1415926536	0.0041839334
0.3141592654	3.7699111843	-4.1684243018
0.3141592654	4.3982297150	2.1024343089
0.3141592654	5.0265482457	-3.1429157094
0.3141592654	5.6548667765	-3.9046544693
0.3141592654	6.2831853072	-3.2852764833
0.6283185307	0.6283185307	-6.1039260540
0.6283185307	1.2566370614	-4.3179370172
0.6283185307	1.8849555922	3.7034606695
0.6283185307	2.5132741229	3.8023541019
0.6283185307	3.1415926536	-4.7508480539
0.6283185307	3.7699111843	2.6153191761
0.6283185307	4.3982297150	5.5691764052
0.6283185307	5.0265482457	-0.1931925492
0.6283185307	5.6548667765	-5.1708441426
0.6283185307	6.2831853072	-4.0679586866
0.9424777961	0.6283185307	-1.5364394354
0.9424777961	1.2566370614	-4.9780577235
0.9424777961	1.8849555922	4.9307582642
0.9424777961	2.5132741229	-5.0801235461
0.9424777961	3.1415926536	3.8494969877
0.9424777961	3.7699111843	-0.6457573050
0.9424777961	4.3982297150	4.8491385926
0.9424777961	5.0265482457	-2.0040427364
0.9424777961	5.6548667765	-2.5681533621
0.9424777961	6.2831853072	-4.9288422490
1.2566370614	0.6283185307	-5.7154211471
1.2566370614	1.2566370614	-2.0354655091
1.2566370614	1.8849555922	-4.5180154249
1.2566370614	2.5132741229	2.9258707229
1.2566370614	3.1415926536	5.7438716277
1.2566370614	3.7699111843	2.9108267371
1.2566370614	4.3982297150	4.6234426882
1.2566370614	5.0265482457	2.1053991440
1.2566370614	5.6548667765	4.8886985045
1.2566370614	6.2831853072	-5.6509338514
1.5707963268	0.6283185307	-4.7152590914
1.5707963268	1.2566370614	2.1741335476
1.5707963268	1.8849555922	4.8873452297
1.5707963268	2.5132741229	-0.7293714985
1.5707963268	3.1415926536	7.2369703293
1.5707963268	3.7699111843	-0.6560493677
1.5707963268	4.3982297150	0.2272381102
1.5707963268	5.0265482457	-4.7700528721
1.5707963268	5.6548667765	1.4397132455
1.5707963268	6.2831853072	-5.2778154468
1.8849555922	0.6283185307	-5.5280157832
1.8849555922	1.2566370614	8.2024141278
1.8849555922	1.8849555922	4.3756062985
1.8849555922	2.5132741229	1.9883252828
1.8849555922	3.1415926536	2.9920691153
1.8849555922	3.7699111843	-5.5554438247
1.8849555922	4.3982297150	-0.2241869160
1.8849555922	5.0265482457	1.2555926927
1.8849555922	5.6548667765	5.2116603455
1.8849555922	6.2831853072	2.7623522445
2.1991148575	0.6283185307	-4.0644401555
2.1991148575	1.2566370614	7.8750807234
2.1991148575	1.8849555922	1.4447984690
2.1991148575	2.5132741229	4.6170304371
2.1991148575	3.1415926536	-5.9568106197
2.1991148575	3.7699111843	0.4959154105
2.1991148575	4.3982297150	-6.2247586220
2.1991148575	5.0265482457	-0.7592927328
2.1991148575	5.6548667765	2.1705889538
2.1991148575	6.2831853072	-4.2244554455
2.5132741229	0.6283185307	-1.2000376962
2.5132741229	1.2566370614	7.3264113104
2.5132741229	1.8849555922	-0.1793809447
2.5132741229	2.5132741229	2.8875845143
2.5132741229	3.1415926536	-4.5260101648
2.5132741229	3.7699111843	4.8995772296
2.5132741229	4.3982297150	0.9394345008
2.5132741229	5.0265482457	1.8376172734
2.5132741229	5.6548667765	4.9036301048
2.5132741229	6.2831853072	2.4845225100
2.8274333882	0.6283185307	2.5430230480
2.8274333882	1.2566370614	-3.9243281915
2.8274333882	1.8849555922	2.7244385575
2.8274333882	2.5132741229	-5.5912780137
2.8274333882	3.1415926536	3.2958534613
2.8274333882	3.7699111843	-1.5867412520
2.8274333882	4.3982297150	1.1725543278
2.8274333882	5.0265482457	-0.9738208570
2.8274333882	5.6548667765	-1.4416034693
2.8274333882	6.2831853072	-1.6913854325
