0.0000000000	0.0979630789	0.7422767452
1.0000000000	-18500.7576808659	-128.8965612460
2.0000000000	-4629509296059867857575510091104974412200280064.0000000000	-80495813114492566995040653541376.0000000000
3.0000000000	-nan	-nan
