0.3141592654	0.6283185307	-351927415390351.6875000000
0.3141592654	1.2566370614	-498566870392182.8750000000
0.3141592654	1.8849555922	-351927879735361.6875000000
0.3141592654	2.5132741229	-371860509098256.8750000000
0.3141592654	3.1415926536	-351927428478582.1250000000
0.3141592654	3.7699111843	-389964846740125.1875000000
0.3141592654	4.3982297150	-351905042598209.2500000000
0.3141592654	5.0265482457	-355157143396659.5000000000
0.3141592654	5.6548667765	-373920678456028.5000000000
0.3141592654	6.2831853072	-356786988149387.1875000000
0.6283185307	0.6283185307	-1506396203631562.5000000000
0.6283185307	1.2566370614	-400833718561596.9375000000
0.6283185307	1.8849555922	-342900394139094.7500000000
0.6283185307	2.5132741229	-338456421678222.3750000000
0.6283185307	3.1415926536	-475907802712856.8750000000
0.6283185307	3.7699111843	-351626450331291.8750000000
0.6283185307	4.3982297150	100647198632683.8750000000
0.6283185307	5.0265482457	-351927718609969.1875000000
0.6283185307	5.6548667765	-609651262991281.7500000000
0.6283185307	6.2831853072	-380361972422844.1250000000
0.9424777961	0.6283185307	-351934051491706.7500000000
0.9424777961	1.2566370614	-532634206322567.3125000000
0.9424777961	1.8849555922	-204859871527516.7500000000
0.9424777961	2.5132741229	-575513442342309.8750000000
0.9424777961	3.1415926536	-338445737744360.6250000000
0.9424777961	3.7699111843	-351930263478260.5000000000
0.9424777961	4.3982297150	-230627913553873.9375000000
0.9424777961	5.0265482457	-352014202584445.3750000000
0.9424777961	5.6548667765	-352514757623852.8125000000
0.9424777961	6.2831853072	-515856443695795.0000000000
1.2566370614	0.6283185307	-982683580726586.8750000000
1.2566370614	1.2566370614	-352022167591812.7500000000
1.2566370614	1.8849555922	-431930804948076.0000000000
1.2566370614	2.5132741229	-351097022394867.6250000000
1.2566370614	3.1415926536	241404426346060.2500000000
1.2566370614	3.7699111843	-351192424263779.0625000000
1.2566370614	4.3982297150	-274268856853543.5937500000
1.2566370614	5.0265482457	-351910011796151.7500000000
1.2566370614	5.6548667765	-217494660103231.5937500000
1.2566370614	6.2831853072	-913445014359459.7500000000
1.5707963268	0.6283185307	-460501483359994.1250000000
1.5707963268	1.2566370614	-351914594658690.2500000000
1.5707963268	1.8849555922	-217347157382321.3750000000
1.5707963268	2.5132741229	-351931003732395.3750000000
1.5707963268	3.1415926536	4714035202980466.0000000000
1.5707963268	3.7699111843	-351928944842631.1875000000
1.5707963268	4.3982297150	-351931265021255.7500000000
1.5707963268	5.0265482457	-478159190394571.6875000000
1.5707963268	5.6548667765	-351928239929615.4375000000
1.5707963268	6.2831853072	-659202258208931.6250000000
1.8849555922	0.6283185307	-816384064443208.3750000000
1.8849555922	1.2566370614	15527838081462450.0000000000
1.8849555922	1.8849555922	-306511424685954.2500000000
1.8849555922	2.5132741229	-351925179619063.4375000000
1.8849555922	3.1415926536	-350950305593683.6250000000
1.8849555922	3.7699111843	-847090886875037.5000000000
1.8849555922	4.3982297150	-351928472861844.2500000000
1.8849555922	5.0265482457	-351927617982853.3125000000
1.8849555922	5.6548667765	-109227243355978.1875000000
1.8849555922	6.2831853072	-351401580063336.2500000000
2.1991148575	0.6283185307	-381040842680806.3125000000
2.1991148575	1.2566370614	10569380390261332.0000000000
2.1991148575	1.8849555922	-351927661110633.3125000000
2.1991148575	2.5132741229	-275301632331487.9375000000
2.1991148575	3.1415926536	-1275185467975649.5000000000
2.1991148575	3.7699111843	-351930429427626.0625000000
2.1991148575	4.3982297150	-1726941399495520.7500000000
2.1991148575	5.0265482457	-351930137819012.0625000000
2.1991148575	5.6548667765	-351916884575089.6250000000
2.1991148575	6.2831853072	-394823705638624.7500000000
2.5132741229	0.6283185307	-351932890538206.8125000000
2.5132741229	1.2566370614	5316788121755550.0000000000
2.5132741229	1.8849555922	-351931495082059.1250000000
2.5132741229	2.5132741229	-351301019435530.3125000000
2.5132741229	3.1415926536	-430848007607880.1875000000
2.5132741229	3.7699111843	-215770510180535.0625000000
2.5132741229	4.3982297150	-351928400415677.6250000000
2.5132741229	5.0265482457	-351926616561821.6875000000
2.5132741229	5.6548667765	-212836073950933.2500000000
2.5132741229	6.2831853072	-351769930184338.0000000000
2.8274333882	0.6283185307	-351674183967349.6875000000
2.8274333882	1.2566370614	-376504488099754.5625000000
2.8274333882	1.8849555922	-351421114939251.1250000000
2.8274333882	2.5132741229	-894636962029396.5000000000
2.8274333882	3.1415926536	-348269689397589.1250000000
2.8274333882	3.7699111843	-351955540659980.1250000000
2.8274333882	4.3982297150	-351927625792138.6250000000
2.8274333882	5.0265482457	-351935126034471.8125000000
2.8274333882	5.6548667765	-351948296522302.8750000000
2.8274333882	6.2831853072	-352004195504342.1875000000
